och_count 0 three_rd_out 0 och 0 ich_count 0 three_rd_in 0 ich 6 k 3 index 30    kernel_count 27
och_count 0 three_rd_out 0 och 0 ich_count 0 three_rd_in 0 ich 6 k 4 index 38    kernel_count 27
och_count 0 three_rd_out 0 och 0 ich_count 0 three_rd_in 0 ich 6 k 5 index 46    kernel_count 27
och_count 0 three_rd_out 0 och 0 ich_count 0 three_rd_in 0 ich 6 k 6 index 54    kernel_count 27
och_count 0 three_rd_out 0 och 0 ich_count 0 three_rd_in 0 ich 6 k 7 index 62    kernel_count 27
och_count 0 three_rd_out 0 och 0 ich_count 0 three_rd_in 0 ich 6 k 8 index 70    kernel_count 27
och_count 0 three_rd_out 0 och 0 ich_count 0 three_rd_in 0 ich 7 k 0 index 7    kernel_count 27
och_count 0 three_rd_out 0 och 0 ich_count 0 three_rd_in 0 ich 7 k 1 index 15    kernel_count 27
och_count 0 three_rd_out 0 och 0 ich_count 0 three_rd_in 0 ich 7 k 2 index 23    kernel_count 27
och_count 0 three_rd_out 0 och 0 ich_count 0 three_rd_in 0 ich 7 k 3 index 31    kernel_count 27
och_count 0 three_rd_out 0 och 0 ich_count 0 three_rd_in 0 ich 7 k 4 index 39    kernel_count 27
och_count 0 three_rd_out 0 och 0 ich_count 0 three_rd_in 0 ich 7 k 5 index 47    kernel_count 27
och_count 0 three_rd_out 0 och 0 ich_count 0 three_rd_in 0 ich 7 k 6 index 55    kernel_count 27
och_count 0 three_rd_out 0 och 0 ich_count 0 three_rd_in 0 ich 7 k 7 index 63    kernel_count 27
och_count 0 three_rd_out 0 och 0 ich_count 0 three_rd_in 0 ich 7 k 8 index 71    kernel_count 27
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 0 k 0 index 72    kernel_count 28
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 0 k 1 index 80    kernel_count 29
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 0 k 2 index 88    kernel_count 30
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 0 k 3 index 96    kernel_count 31
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 0 k 4 index 104    kernel_count 32
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 0 k 5 index 112    kernel_count 33
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 0 k 6 index 120    kernel_count 34
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 0 k 7 index 128    kernel_count 35
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 0 k 8 index 136    kernel_count 36
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 1 k 0 index 73    kernel_count 37
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 1 k 1 index 81    kernel_count 38
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 1 k 2 index 89    kernel_count 39
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 1 k 3 index 97    kernel_count 40
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 1 k 4 index 105    kernel_count 41
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 1 k 5 index 113    kernel_count 42
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 1 k 6 index 121    kernel_count 43
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 1 k 7 index 129    kernel_count 44
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 1 k 8 index 137    kernel_count 45
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 2 k 0 index 74    kernel_count 46
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 2 k 1 index 82    kernel_count 47
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 2 k 2 index 90    kernel_count 48
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 2 k 3 index 98    kernel_count 49
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 2 k 4 index 106    kernel_count 50
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 2 k 5 index 114    kernel_count 51
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 2 k 6 index 122    kernel_count 52
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 2 k 7 index 130    kernel_count 53
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 2 k 8 index 138    kernel_count 54
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 3 k 0 index 75    kernel_count 54
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 3 k 1 index 83    kernel_count 54
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 3 k 2 index 91    kernel_count 54
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 3 k 3 index 99    kernel_count 54
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 3 k 4 index 107    kernel_count 54
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 3 k 5 index 115    kernel_count 54
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 3 k 6 index 123    kernel_count 54
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 3 k 7 index 131    kernel_count 54
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 3 k 8 index 139    kernel_count 54
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 4 k 0 index 76    kernel_count 54
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 4 k 1 index 84    kernel_count 54
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 4 k 2 index 92    kernel_count 54
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 4 k 3 index 100    kernel_count 54
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 4 k 4 index 108    kernel_count 54
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 4 k 5 index 116    kernel_count 54
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 4 k 6 index 124    kernel_count 54
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 4 k 7 index 132    kernel_count 54
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 4 k 8 index 140    kernel_count 54
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 5 k 0 index 77    kernel_count 54
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 5 k 1 index 85    kernel_count 54
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 5 k 2 index 93    kernel_count 54
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 5 k 3 index 101    kernel_count 54
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 5 k 4 index 109    kernel_count 54
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 5 k 5 index 117    kernel_count 54
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 5 k 6 index 125    kernel_count 54
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 5 k 7 index 133    kernel_count 54
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 5 k 8 index 141    kernel_count 54
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 6 k 0 index 78    kernel_count 54
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 6 k 1 index 86    kernel_count 54
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 6 k 2 index 94    kernel_count 54
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 6 k 3 index 102    kernel_count 54
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 6 k 4 index 110    kernel_count 54
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 6 k 5 index 118    kernel_count 54
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 6 k 6 index 126    kernel_count 54
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 6 k 7 index 134    kernel_count 54
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 6 k 8 index 142    kernel_count 54
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 7 k 0 index 79    kernel_count 54
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 7 k 1 index 87    kernel_count 54
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 7 k 2 index 95    kernel_count 54
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 7 k 3 index 103    kernel_count 54
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 7 k 4 index 111    kernel_count 54
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 7 k 5 index 119    kernel_count 54
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 7 k 6 index 127    kernel_count 54
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 7 k 7 index 135    kernel_count 54
och_count 0 three_rd_out 0 och 1 ich_count 0 three_rd_in 0 ich 7 k 8 index 143    kernel_count 54
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 0 k 0 index 144    kernel_count 55
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 0 k 1 index 152    kernel_count 56
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 0 k 2 index 160    kernel_count 57
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 0 k 3 index 168    kernel_count 58
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 0 k 4 index 176    kernel_count 59
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 0 k 5 index 184    kernel_count 60
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 0 k 6 index 192    kernel_count 61
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 0 k 7 index 200    kernel_count 62
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 0 k 8 index 208    kernel_count 63
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 1 k 0 index 145    kernel_count 64
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 1 k 1 index 153    kernel_count 65
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 1 k 2 index 161    kernel_count 66
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 1 k 3 index 169    kernel_count 67
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 1 k 4 index 177    kernel_count 68
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 1 k 5 index 185    kernel_count 69
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 1 k 6 index 193    kernel_count 70
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 1 k 7 index 201    kernel_count 71
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 1 k 8 index 209    kernel_count 72
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 2 k 0 index 146    kernel_count 73
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 2 k 1 index 154    kernel_count 74
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 2 k 2 index 162    kernel_count 75
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 2 k 3 index 170    kernel_count 76
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 2 k 4 index 178    kernel_count 77
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 2 k 5 index 186    kernel_count 78
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 2 k 6 index 194    kernel_count 79
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 2 k 7 index 202    kernel_count 80
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 2 k 8 index 210    kernel_count 81
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 3 k 0 index 147    kernel_count 81
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 3 k 1 index 155    kernel_count 81
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 3 k 2 index 163    kernel_count 81
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 3 k 3 index 171    kernel_count 81
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 3 k 4 index 179    kernel_count 81
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 3 k 5 index 187    kernel_count 81
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 3 k 6 index 195    kernel_count 81
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 3 k 7 index 203    kernel_count 81
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 3 k 8 index 211    kernel_count 81
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 4 k 0 index 148    kernel_count 81
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 4 k 1 index 156    kernel_count 81
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 4 k 2 index 164    kernel_count 81
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 4 k 3 index 172    kernel_count 81
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 4 k 4 index 180    kernel_count 81
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 4 k 5 index 188    kernel_count 81
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 4 k 6 index 196    kernel_count 81
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 4 k 7 index 204    kernel_count 81
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 4 k 8 index 212    kernel_count 81
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 5 k 0 index 149    kernel_count 81
